estado,cuenca,subcuenca,estacion,paso
new,GTERRA(Central Rincón del Bonete),SDTERRA(Directa Rincón del Bonete),CLARA(Clara),TMARDER(Bonete Margen Derecha)
new,GTERRA(Central Rincón del Bonete),SDTERRA(Directa Rincón del Bonete),CURTINA(Curtina),SGREGO(San Gregorio de Polanco)
new,GTERRA(Central Rincón del Bonete),SDTERRA(Directa Rincón del Bonete),CURTINA(Curtina),TMARDER(Bonete Margen Derecha)
new,GTERRA(Central Rincón del Bonete),SDTERRA(Directa Rincón del Bonete),ELIBERIA(Est. La Iberia),SGREGO(San Gregorio de Polanco)
new,GTERRA(Central Rincón del Bonete),SDTERRA(Directa Rincón del Bonete),ELIBERIA(Est. La Iberia),TMARDER(Bonete Margen Derecha)
new,GTERRA(Central Rincón del Bonete),SDTERRA(Directa Rincón del Bonete),EMBONETE(E.M. Bonete),SGREGO(San Gregorio de Polanco)
new,GTERRA(Central Rincón del Bonete),SDTERRA(Directa Rincón del Bonete),EMBONETE(E.M. Bonete),TMARDER(Bonete Margen Derecha)
new,GTERRA(Central Rincón del Bonete),SDTERRA(Directa Rincón del Bonete),EOLAZO(Est. Olazo),SGREGO(San Gregorio de Polanco)
new,GTERRA(Central Rincón del Bonete),SDTERRA(Directa Rincón del Bonete),EOLAZO(Est. Olazo),TMARDER(Bonete Margen Derecha)
new,GTERRA(Central Rincón del Bonete),SDTERRA(Directa Rincón del Bonete),LPALOMA(La Paloma),SGREGO(San Gregorio de Polanco)
new,GTERRA(Central Rincón del Bonete),SDTERRA(Directa Rincón del Bonete),LPALOMA(La Paloma),TMARDER(Bonete Margen Derecha)
new,GTERRA(Central Rincón del Bonete),SDTERRA(Directa Rincón del Bonete),PCUADRA(Paso de los Cuadrados),SGREGO(San Gregorio de Polanco)
new,GTERRA(Central Rincón del Bonete),SDTERRA(Directa Rincón del Bonete),PCUADRA(Paso de los Cuadrados),TMARDER(Bonete Margen Derecha)
new,GTERRA(Central Rincón del Bonete),SDTERRA(Directa Rincón del Bonete),PERALTA(Peralta),SGREGO(San Gregorio de Polanco)
new,GTERRA(Central Rincón del Bonete),SDTERRA(Directa Rincón del Bonete),PERALTA(Peralta),TMARDER(Bonete Margen Derecha)
new,GTERRA(Central Rincón del Bonete),SDTERRA(Directa Rincón del Bonete),PHONDO(Paso Hondo),SGREGO(San Gregorio de Polanco)
new,GTERRA(Central Rincón del Bonete),SDTERRA(Directa Rincón del Bonete),PHONDO(Paso Hondo),TMARDER(Bonete Margen Derecha)
new,GTERRA(Central Rincón del Bonete),SDTERRA(Directa Rincón del Bonete),PRAMIR(Paso Ramírez),SGREGO(San Gregorio de Polanco)
new,GTERRA(Central Rincón del Bonete),SDTERRA(Directa Rincón del Bonete),PRAMIR(Paso Ramírez),TMARDER(Bonete Margen Derecha)
new,GTERRA(Central Rincón del Bonete),SDTERRA(Directa Rincón del Bonete),PSOLA(Piedra Sola),SGREGO(San Gregorio de Polanco)
new,GTERRA(Central Rincón del Bonete),SDTERRA(Directa Rincón del Bonete),PSOLA(Piedra Sola),TMARDER(Bonete Margen Derecha)
new,GTERRA(Central Rincón del Bonete),SDTERRA(Directa Rincón del Bonete),SGREGO(San Gregorio),SGREGO(San Gregorio de Polanco)
new,GTERRA(Central Rincón del Bonete),SDTERRA(Directa Rincón del Bonete),SGREGO(San Gregorio),TMARDER(Bonete Margen Derecha)
new,GTERRA(Central Rincón del Bonete),SDTERRA(Directa Rincón del Bonete),SJORGE(San Jorge),SGREGO(San Gregorio de Polanco)
new,GTERRA(Central Rincón del Bonete),SDTERRA(Directa Rincón del Bonete),SJORGE(San Jorge),TMARDER(Bonete Margen Derecha)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),ANSINA(Ansina),BORRA(Borracho)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),ANSINA(Ansina),COELHO(Coelho)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),ANSINA(Ansina),CUNAPIRU(Cuñapirú)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),ANSINA(Ansina),LAGUNA1(Laguna I)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),ANSINA(Ansina),LAGUNA2(Laguna II)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),ANSINA(Ansina),LTOSCAS(Las Toscas)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),ANSINA(Ansina),MDIAZ(Manuel Díaz)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),ANSINA(Ansina),NOVIL(Novillos)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),CARANORTE(Caraguatá Norte),BORRA(Borracho)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),CARANORTE(Caraguatá Norte),COELHO(Coelho)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),CARANORTE(Caraguatá Norte),CUNAPIRU(Cuñapirú)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),CARANORTE(Caraguatá Norte),LAGUNA1(Laguna I)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),CARANORTE(Caraguatá Norte),LAGUNA2(Laguna II)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),CARANORTE(Caraguatá Norte),LTOSCAS(Las Toscas)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),CARANORTE(Caraguatá Norte),MDIAZ(Manuel Díaz)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),CARANORTE(Caraguatá Norte),NOVIL(Novillos)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),CARASUR(Caraguatá Sur),BORRA(Borracho)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),CARASUR(Caraguatá Sur),COELHO(Coelho)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),CARASUR(Caraguatá Sur),CUNAPIRU(Cuñapirú)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),CARASUR(Caraguatá Sur),LAGUNA1(Laguna I)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),CARASUR(Caraguatá Sur),LAGUNA2(Laguna II)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),CARASUR(Caraguatá Sur),LTOSCAS(Las Toscas)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),CARASUR(Caraguatá Sur),MDIAZ(Manuel Díaz)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),CARASUR(Caraguatá Sur),NOVIL(Novillos)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),CLARA(Clara),BORRA(Borracho)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),CLARA(Clara),COELHO(Coelho)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),CLARA(Clara),CUNAPIRU(Cuñapirú)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),CLARA(Clara),LAGUNA1(Laguna I)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),CLARA(Clara),LAGUNA2(Laguna II)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),CLARA(Clara),LTOSCAS(Las Toscas)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),CLARA(Clara),MDIAZ(Manuel Díaz)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),CLARA(Clara),NOVIL(Novillos)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),COMBU(Cuchilla del Ombú),BORRA(Borracho)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),COMBU(Cuchilla del Ombú),COELHO(Coelho)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),COMBU(Cuchilla del Ombú),CUNAPIRU(Cuñapirú)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),COMBU(Cuchilla del Ombú),LAGUNA1(Laguna I)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),COMBU(Cuchilla del Ombú),LAGUNA2(Laguna II)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),COMBU(Cuchilla del Ombú),LTOSCAS(Las Toscas)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),COMBU(Cuchilla del Ombú),MDIAZ(Manuel Díaz)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),COMBU(Cuchilla del Ombú),NOVIL(Novillos)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),CPELADO(Cerro Pelado),BORRA(Borracho)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),CPELADO(Cerro Pelado),COELHO(Coelho)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),CPELADO(Cerro Pelado),CUNAPIRU(Cuñapirú)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),CPELADO(Cerro Pelado),LAGUNA1(Laguna I)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),CPELADO(Cerro Pelado),LAGUNA2(Laguna II)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),CPELADO(Cerro Pelado),LTOSCAS(Las Toscas)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),CPELADO(Cerro Pelado),MDIAZ(Manuel Díaz)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),CPELADO(Cerro Pelado),NOVIL(Novillos)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),CSAUCES(Cinco Sauces),BORRA(Borracho)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),CSAUCES(Cinco Sauces),COELHO(Coelho)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),CSAUCES(Cinco Sauces),CUNAPIRU(Cuñapirú)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),CSAUCES(Cinco Sauces),LAGUNA1(Laguna I)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),CSAUCES(Cinco Sauces),LAGUNA2(Laguna II)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),CSAUCES(Cinco Sauces),LTOSCAS(Las Toscas)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),CSAUCES(Cinco Sauces),MDIAZ(Manuel Díaz)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),CSAUCES(Cinco Sauces),NOVIL(Novillos)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),CTRAVIE(Cerro Travieso),BORRA(Borracho)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),CTRAVIE(Cerro Travieso),COELHO(Coelho)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),CTRAVIE(Cerro Travieso),CUNAPIRU(Cuñapirú)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),CTRAVIE(Cerro Travieso),LAGUNA1(Laguna I)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),CTRAVIE(Cerro Travieso),LAGUNA2(Laguna II)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),CTRAVIE(Cerro Travieso),LTOSCAS(Las Toscas)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),CTRAVIE(Cerro Travieso),MDIAZ(Manuel Díaz)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),CTRAVIE(Cerro Travieso),NOVIL(Novillos)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),CUÑAPIRU(Cuñapirú),BORRA(Borracho)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),CUÑAPIRU(Cuñapirú),COELHO(Coelho)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),CUÑAPIRU(Cuñapirú),CUNAPIRU(Cuñapirú)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),CUÑAPIRU(Cuñapirú),LAGUNA1(Laguna I)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),CUÑAPIRU(Cuñapirú),LAGUNA2(Laguna II)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),CUÑAPIRU(Cuñapirú),LTOSCAS(Las Toscas)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),CUÑAPIRU(Cuñapirú),MDIAZ(Manuel Díaz)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),CUÑAPIRU(Cuñapirú),NOVIL(Novillos)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),EATAQUES(Est. Ataques),BORRA(Borracho)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),EATAQUES(Est. Ataques),COELHO(Coelho)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),EATAQUES(Est. Ataques),CUNAPIRU(Cuñapirú)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),EATAQUES(Est. Ataques),LAGUNA1(Laguna I)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),EATAQUES(Est. Ataques),LAGUNA2(Laguna II)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),EATAQUES(Est. Ataques),LTOSCAS(Las Toscas)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),EATAQUES(Est. Ataques),MDIAZ(Manuel Díaz)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),EATAQUES(Est. Ataques),NOVIL(Novillos)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),EMRIVERA(E.M. Rivera),BORRA(Borracho)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),EMRIVERA(E.M. Rivera),COELHO(Coelho)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),EMRIVERA(E.M. Rivera),CUNAPIRU(Cuñapirú)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),EMRIVERA(E.M. Rivera),LAGUNA1(Laguna I)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),EMRIVERA(E.M. Rivera),LAGUNA2(Laguna II)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),EMRIVERA(E.M. Rivera),LTOSCAS(Las Toscas)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),EMRIVERA(E.M. Rivera),MDIAZ(Manuel Díaz)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),EMRIVERA(E.M. Rivera),NOVIL(Novillos)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),EMTACUA(E.M. Tacuarembó),BORRA(Borracho)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),EMTACUA(E.M. Tacuarembó),COELHO(Coelho)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),EMTACUA(E.M. Tacuarembó),CUNAPIRU(Cuñapirú)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),EMTACUA(E.M. Tacuarembó),LAGUNA1(Laguna I)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),EMTACUA(E.M. Tacuarembó),LAGUNA2(Laguna II)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),EMTACUA(E.M. Tacuarembó),LTOSCAS(Las Toscas)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),EMTACUA(E.M. Tacuarembó),MDIAZ(Manuel Díaz)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),EMTACUA(E.M. Tacuarembó),NOVIL(Novillos)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),LAGUNAII(Laguna II),BORRA(Borracho)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),LAGUNAII(Laguna II),COELHO(Coelho)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),LAGUNAII(Laguna II),CUNAPIRU(Cuñapirú)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),LAGUNAII(Laguna II),LAGUNA1(Laguna I)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),LAGUNAII(Laguna II),LAGUNA2(Laguna II)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),LAGUNAII(Laguna II),LTOSCAS(Las Toscas)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),LAGUNAII(Laguna II),MDIAZ(Manuel Díaz)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),LAGUNAII(Laguna II),NOVIL(Novillos)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),LCALERA(La Calera),BORRA(Borracho)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),LCALERA(La Calera),COELHO(Coelho)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),LCALERA(La Calera),CUNAPIRU(Cuñapirú)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),LCALERA(La Calera),LAGUNA1(Laguna I)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),LCALERA(La Calera),LAGUNA2(Laguna II)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),LCALERA(La Calera),LTOSCAS(Las Toscas)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),LCALERA(La Calera),MDIAZ(Manuel Díaz)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),LCALERA(La Calera),NOVIL(Novillos)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),LHILERA(La Hilera),BORRA(Borracho)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),LHILERA(La Hilera),COELHO(Coelho)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),LHILERA(La Hilera),CUNAPIRU(Cuñapirú)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),LHILERA(La Hilera),LAGUNA1(Laguna I)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),LHILERA(La Hilera),LAGUNA2(Laguna II)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),LHILERA(La Hilera),LTOSCAS(Las Toscas)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),LHILERA(La Hilera),MDIAZ(Manuel Díaz)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),LHILERA(La Hilera),NOVIL(Novillos)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),LPUENTE(La Puente),BORRA(Borracho)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),LPUENTE(La Puente),COELHO(Coelho)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),LPUENTE(La Puente),CUNAPIRU(Cuñapirú)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),LPUENTE(La Puente),LAGUNA1(Laguna I)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),LPUENTE(La Puente),LAGUNA2(Laguna II)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),LPUENTE(La Puente),LTOSCAS(Las Toscas)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),LPUENTE(La Puente),MDIAZ(Manuel Díaz)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),LPUENTE(La Puente),NOVIL(Novillos)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),LUJAN(Luján),BORRA(Borracho)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),LUJAN(Luján),COELHO(Coelho)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),LUJAN(Luján),CUNAPIRU(Cuñapirú)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),LUJAN(Luján),LAGUNA1(Laguna I)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),LUJAN(Luján),LAGUNA2(Laguna II)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),LUJAN(Luján),LTOSCAS(Las Toscas)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),LUJAN(Luján),MDIAZ(Manuel Díaz)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),LUJAN(Luján),NOVIL(Novillos)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),MCORRAL(Minas de Corrales),BORRA(Borracho)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),MCORRAL(Minas de Corrales),COELHO(Coelho)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),MCORRAL(Minas de Corrales),CUNAPIRU(Cuñapirú)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),MCORRAL(Minas de Corrales),LAGUNA1(Laguna I)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),MCORRAL(Minas de Corrales),LAGUNA2(Laguna II)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),MCORRAL(Minas de Corrales),LTOSCAS(Las Toscas)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),MCORRAL(Minas de Corrales),MDIAZ(Manuel Díaz)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),MCORRAL(Minas de Corrales),NOVIL(Novillos)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),MDIAZ(Manuel Díaz),BORRA(Borracho)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),MDIAZ(Manuel Díaz),COELHO(Coelho)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),MDIAZ(Manuel Díaz),CUNAPIRU(Cuñapirú)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),MDIAZ(Manuel Díaz),LAGUNA1(Laguna I)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),MDIAZ(Manuel Díaz),LAGUNA2(Laguna II)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),MDIAZ(Manuel Díaz),LTOSCAS(Las Toscas)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),MDIAZ(Manuel Díaz),MDIAZ(Manuel Díaz)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),MDIAZ(Manuel Díaz),NOVIL(Novillos)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),MOIRON(Moirones),BORRA(Borracho)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),MOIRON(Moirones),COELHO(Coelho)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),MOIRON(Moirones),CUNAPIRU(Cuñapirú)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),MOIRON(Moirones),LAGUNA1(Laguna I)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),MOIRON(Moirones),LAGUNA2(Laguna II)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),MOIRON(Moirones),LTOSCAS(Las Toscas)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),MOIRON(Moirones),MDIAZ(Manuel Díaz)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),MOIRON(Moirones),NOVIL(Novillos)
