estado,cuenca,subcuenca,estacion,paso
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),PATAQUES(Paso Ataques),BORRA(Borracho)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),PATAQUES(Paso Ataques),COELHO(Coelho)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),PATAQUES(Paso Ataques),CUNAPIRU(Cuñapirú)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),PATAQUES(Paso Ataques),LAGUNA1(Laguna I)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),PATAQUES(Paso Ataques),LAGUNA2(Laguna II)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),PATAQUES(Paso Ataques),LTOSCAS(Las Toscas)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),PATAQUES(Paso Ataques),MDIAZ(Manuel Díaz)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),PATAQUES(Paso Ataques),NOVIL(Novillos)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),PCARRETA(Paso de las Carretas),BORRA(Borracho)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),PCARRETA(Paso de las Carretas),COELHO(Coelho)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),PCARRETA(Paso de las Carretas),CUNAPIRU(Cuñapirú)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),PCARRETA(Paso de las Carretas),LAGUNA1(Laguna I)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),PCARRETA(Paso de las Carretas),LAGUNA2(Laguna II)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),PCARRETA(Paso de las Carretas),LTOSCAS(Las Toscas)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),PCARRETA(Paso de las Carretas),MDIAZ(Manuel Díaz)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),PCARRETA(Paso de las Carretas),NOVIL(Novillos)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),PCOELHO(Picada de Coelho),BORRA(Borracho)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),PCOELHO(Picada de Coelho),COELHO(Coelho)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),PCOELHO(Picada de Coelho),CUNAPIRU(Cuñapirú)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),PCOELHO(Picada de Coelho),LAGUNA1(Laguna I)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),PCOELHO(Picada de Coelho),LAGUNA2(Laguna II)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),PCOELHO(Picada de Coelho),LTOSCAS(Las Toscas)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),PCOELHO(Picada de Coelho),MDIAZ(Manuel Díaz)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),PCOELHO(Picada de Coelho),NOVIL(Novillos)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),PCSAUCE(Puntas de Cinco Sauces),BORRA(Borracho)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),PCSAUCE(Puntas de Cinco Sauces),COELHO(Coelho)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),PCSAUCE(Puntas de Cinco Sauces),CUNAPIRU(Cuñapirú)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),PCSAUCE(Puntas de Cinco Sauces),LAGUNA1(Laguna I)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),PCSAUCE(Puntas de Cinco Sauces),LAGUNA2(Laguna II)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),PCSAUCE(Puntas de Cinco Sauces),LTOSCAS(Las Toscas)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),PCSAUCE(Puntas de Cinco Sauces),MDIAZ(Manuel Díaz)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),PCSAUCE(Puntas de Cinco Sauces),NOVIL(Novillos)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),PLAGUNA(Paso Laguna),BORRA(Borracho)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),PLAGUNA(Paso Laguna),COELHO(Coelho)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),PLAGUNA(Paso Laguna),CUNAPIRU(Cuñapirú)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),PLAGUNA(Paso Laguna),LAGUNA1(Laguna I)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),PLAGUNA(Paso Laguna),LAGUNA2(Laguna II)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),PLAGUNA(Paso Laguna),LTOSCAS(Las Toscas)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),PLAGUNA(Paso Laguna),MDIAZ(Manuel Díaz)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),PLAGUNA(Paso Laguna),NOVIL(Novillos)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),PMEDIO(Paso del Medio),BORRA(Borracho)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),PMEDIO(Paso del Medio),COELHO(Coelho)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),PMEDIO(Paso del Medio),CUNAPIRU(Cuñapirú)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),PMEDIO(Paso del Medio),LAGUNA1(Laguna I)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),PMEDIO(Paso del Medio),LAGUNA2(Laguna II)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),PMEDIO(Paso del Medio),LTOSCAS(Las Toscas)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),PMEDIO(Paso del Medio),MDIAZ(Manuel Díaz)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),PMEDIO(Paso del Medio),NOVIL(Novillos)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),PNOVIL(Paso de los Novillos),BORRA(Borracho)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),PNOVIL(Paso de los Novillos),COELHO(Coelho)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),PNOVIL(Paso de los Novillos),CUNAPIRU(Cuñapirú)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),PNOVIL(Paso de los Novillos),LAGUNA1(Laguna I)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),PNOVIL(Paso de los Novillos),LAGUNA2(Laguna II)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),PNOVIL(Paso de los Novillos),LTOSCAS(Las Toscas)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),PNOVIL(Paso de los Novillos),MDIAZ(Manuel Díaz)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),PNOVIL(Paso de los Novillos),NOVIL(Novillos)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),PTOSCAS(Paso de las Toscas),BORRA(Borracho)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),PTOSCAS(Paso de las Toscas),COELHO(Coelho)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),PTOSCAS(Paso de las Toscas),CUNAPIRU(Cuñapirú)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),PTOSCAS(Paso de las Toscas),LAGUNA1(Laguna I)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),PTOSCAS(Paso de las Toscas),LAGUNA2(Laguna II)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),PTOSCAS(Paso de las Toscas),LTOSCAS(Las Toscas)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),PTOSCAS(Paso de las Toscas),MDIAZ(Manuel Díaz)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),PTOSCAS(Paso de las Toscas),NOVIL(Novillos)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),SANJOAQUIN(Aldea San Joaquín),BORRA(Borracho)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),SANJOAQUIN(Aldea San Joaquín),COELHO(Coelho)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),SANJOAQUIN(Aldea San Joaquín),CUNAPIRU(Cuñapirú)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),SANJOAQUIN(Aldea San Joaquín),LAGUNA1(Laguna I)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),SANJOAQUIN(Aldea San Joaquín),LAGUNA2(Laguna II)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),SANJOAQUIN(Aldea San Joaquín),LTOSCAS(Las Toscas)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),SANJOAQUIN(Aldea San Joaquín),MDIAZ(Manuel Díaz)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),SANJOAQUIN(Aldea San Joaquín),NOVIL(Novillos)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),TRANQUE(Tranqueras),BORRA(Borracho)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),TRANQUE(Tranqueras),COELHO(Coelho)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),TRANQUE(Tranqueras),CUNAPIRU(Cuñapirú)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),TRANQUE(Tranqueras),LAGUNA1(Laguna I)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),TRANQUE(Tranqueras),LAGUNA2(Laguna II)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),TRANQUE(Tranqueras),LTOSCAS(Las Toscas)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),TRANQUE(Tranqueras),MDIAZ(Manuel Díaz)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),TRANQUE(Tranqueras),NOVIL(Novillos)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),VEDEN(Valle Edén),BORRA(Borracho)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),VEDEN(Valle Edén),COELHO(Coelho)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),VEDEN(Valle Edén),CUNAPIRU(Cuñapirú)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),VEDEN(Valle Edén),LAGUNA1(Laguna I)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),VEDEN(Valle Edén),LAGUNA2(Laguna II)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),VEDEN(Valle Edén),LTOSCAS(Las Toscas)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),VEDEN(Valle Edén),MDIAZ(Manuel Díaz)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),VEDEN(Valle Edén),NOVIL(Novillos)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),VICHA(Vichadero),BORRA(Borracho)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),VICHA(Vichadero),COELHO(Coelho)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),VICHA(Vichadero),CUNAPIRU(Cuñapirú)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),VICHA(Vichadero),LAGUNA1(Laguna I)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),VICHA(Vichadero),LAGUNA2(Laguna II)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),VICHA(Vichadero),LTOSCAS(Las Toscas)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),VICHA(Vichadero),MDIAZ(Manuel Díaz)
new,GTERRA(Central Rincón del Bonete),STACUA(Tacuarembó),VICHA(Vichadero),NOVIL(Novillos)
new,PALMAR(Central Constitución),SAGSUR(Arroyo Grande del Sur),CARDONA(Cardona),LUGO(Lugo)
new,PALMAR(Central Constitución),SAGSUR(Arroyo Grande del Sur),CORRAL(Corralito),LUGO(Lugo)
new,PALMAR(Central Constitución),SAGSUR(Arroyo Grande del Sur),CPERDIDO(Cuchilla del Perdido),LUGO(Lugo)
new,PALMAR(Central Constitución),SAGSUR(Arroyo Grande del Sur),ELTALA(El Tala),LUGO(Lugo)
new,PALMAR(Central Constitución),SAGSUR(Arroyo Grande del Sur),EMTRINI(E.M. Trinidad),LUGO(Lugo)
new,PALMAR(Central Constitución),SAGSUR(Arroyo Grande del Sur),MARIN(Marincho),LUGO(Lugo)
new,PALMAR(Central Constitución),SAGSUR(Arroyo Grande del Sur),PLUGO(Paso de Lugo),LUGO(Lugo)
new,PALMAR(Central Constitución),SAGSUR(Arroyo Grande del Sur),PSAUCE(Puntas del Sauce),LUGO(Lugo)
new,PALMAR(Central Constitución),SAGSUR(Arroyo Grande del Sur),RODO(Rodó),LUGO(Lugo)
new,PALMAR(Central Constitución),SAGSUR(Arroyo Grande del Sur),SADELA(Santa Adelaida),LUGO(Lugo)
new,PALMAR(Central Constitución),SAGSUR(Arroyo Grande del Sur),SCATAL(Santa Catalina),LUGO(Lugo)
new,PALMAR(Central Constitución),SRIOYI(Río Yí),BARRAPORON(Barra de Porongos),BPORONGOS(Barra de Porongos)
new,PALMAR(Central Constitución),SRIOYI(Río Yí),BARRAPORON(Barra de Porongos),DURAZ(Durazno)
new,PALMAR(Central Constitución),SRIOYI(Río Yí),BARRAPORON(Barra de Porongos),POLADELYI(Polanco del Yí)
new,PALMAR(Central Constitución),SRIOYI(Río Yí),BARRAPORON(Barra de Porongos),SARDELYI(Sarandí del Yí)
new,PALMAR(Central Constitución),SRIOYI(Río Yí),CCHATO(Cerro Chato),BPORONGOS(Barra de Porongos)
new,PALMAR(Central Constitución),SRIOYI(Río Yí),CCHATO(Cerro Chato),DURAZ(Durazno)
new,PALMAR(Central Constitución),SRIOYI(Río Yí),CCHATO(Cerro Chato),POLADELYI(Polanco del Yí)
new,PALMAR(Central Constitución),SRIOYI(Río Yí),CCHATO(Cerro Chato),SARDELYI(Sarandí del Yí)
new,PALMAR(Central Constitución),SRIOYI(Río Yí),CCOLOR(Cerro Colorado),BPORONGOS(Barra de Porongos)
new,PALMAR(Central Constitución),SRIOYI(Río Yí),CCOLOR(Cerro Colorado),DURAZ(Durazno)
new,PALMAR(Central Constitución),SRIOYI(Río Yí),CCOLOR(Cerro Colorado),POLADELYI(Polanco del Yí)
new,PALMAR(Central Constitución),SRIOYI(Río Yí),CCOLOR(Cerro Colorado),SARDELYI(Sarandí del Yí)
new,PALMAR(Central Constitución),SRIOYI(Río Yí),CHAMANGA(Chamangá),BPORONGOS(Barra de Porongos)
new,PALMAR(Central Constitución),SRIOYI(Río Yí),CHAMANGA(Chamangá),DURAZ(Durazno)
new,PALMAR(Central Constitución),SRIOYI(Río Yí),CHAMANGA(Chamangá),POLADELYI(Polanco del Yí)
new,PALMAR(Central Constitución),SRIOYI(Río Yí),CHAMANGA(Chamangá),SARDELYI(Sarandí del Yí)
new,PALMAR(Central Constitución),SRIOYI(Río Yí),CRRIUS(Col. Rossell y Rius),BPORONGOS(Barra de Porongos)
new,PALMAR(Central Constitución),SRIOYI(Río Yí),CRRIUS(Col. Rossell y Rius),DURAZ(Durazno)
new,PALMAR(Central Constitución),SRIOYI(Río Yí),CRRIUS(Col. Rossell y Rius),POLADELYI(Polanco del Yí)
new,PALMAR(Central Constitución),SRIOYI(Río Yí),CRRIUS(Col. Rossell y Rius),SARDELYI(Sarandí del Yí)
new,PALMAR(Central Constitución),SRIOYI(Río Yí),DGALLINAL(Dr. Gallinal),BPORONGOS(Barra de Porongos)
new,PALMAR(Central Constitución),SRIOYI(Río Yí),DGALLINAL(Dr. Gallinal),DURAZ(Durazno)
new,PALMAR(Central Constitución),SRIOYI(Río Yí),DGALLINAL(Dr. Gallinal),POLADELYI(Polanco del Yí)
new,PALMAR(Central Constitución),SRIOYI(Río Yí),DGALLINAL(Dr. Gallinal),SARDELYI(Sarandí del Yí)
new,PALMAR(Central Constitución),SRIOYI(Río Yí),EMDURAZ(E.M. Durazno),BPORONGOS(Barra de Porongos)
new,PALMAR(Central Constitución),SRIOYI(Río Yí),EMDURAZ(E.M. Durazno),DURAZ(Durazno)
new,PALMAR(Central Constitución),SRIOYI(Río Yí),EMDURAZ(E.M. Durazno),POLADELYI(Polanco del Yí)
new,PALMAR(Central Constitución),SRIOYI(Río Yí),EMDURAZ(E.M. Durazno),SARDELYI(Sarandí del Yí)
new,PALMAR(Central Constitución),SRIOYI(Río Yí),EMTRINI(E.M. Trinidad),BPORONGOS(Barra de Porongos)
new,PALMAR(Central Constitución),SRIOYI(Río Yí),EMTRINI(E.M. Trinidad),DURAZ(Durazno)
new,PALMAR(Central Constitución),SRIOYI(Río Yí),EMTRINI(E.M. Trinidad),POLADELYI(Polanco del Yí)
new,PALMAR(Central Constitución),SRIOYI(Río Yí),EMTRINI(E.M. Trinidad),SARDELYI(Sarandí del Yí)
new,PALMAR(Central Constitución),SRIOYI(Río Yí),FELICIANO(Feliciano),BPORONGOS(Barra de Porongos)
new,PALMAR(Central Constitución),SRIOYI(Río Yí),FELICIANO(Feliciano),DURAZ(Durazno)
new,PALMAR(Central Constitución),SRIOYI(Río Yí),FELICIANO(Feliciano),POLADELYI(Polanco del Yí)
new,PALMAR(Central Constitución),SRIOYI(Río Yí),FELICIANO(Feliciano),SARDELYI(Sarandí del Yí)
new,PALMAR(Central Constitución),SRIOYI(Río Yí),GONI(Goñi),BPORONGOS(Barra de Porongos)
new,PALMAR(Central Constitución),SRIOYI(Río Yí),GONI(Goñi),DURAZ(Durazno)
new,PALMAR(Central Constitución),SRIOYI(Río Yí),GONI(Goñi),POLADELYI(Polanco del Yí)
new,PALMAR(Central Constitución),SRIOYI(Río Yí),GONI(Goñi),SARDELYI(Sarandí del Yí)
new,PALMAR(Central Constitución),SRIOYI(Río Yí),MANSAVI(Mansavillagra),BPORONGOS(Barra de Porongos)
new,PALMAR(Central Constitución),SRIOYI(Río Yí),MANSAVI(Mansavillagra),DURAZ(Durazno)
new,PALMAR(Central Constitución),SRIOYI(Río Yí),MANSAVI(Mansavillagra),POLADELYI(Polanco del Yí)
new,PALMAR(Central Constitución),SRIOYI(Río Yí),MANSAVI(Mansavillagra),SARDELYI(Sarandí del Yí)
new,PALMAR(Central Constitución),SRIOYI(Río Yí),NPEREZ(Nico Perez),BPORONGOS(Barra de Porongos)
new,PALMAR(Central Constitución),SRIOYI(Río Yí),NPEREZ(Nico Perez),DURAZ(Durazno)
new,PALMAR(Central Constitución),SRIOYI(Río Yí),NPEREZ(Nico Perez),POLADELYI(Polanco del Yí)
new,PALMAR(Central Constitución),SRIOYI(Río Yí),NPEREZ(Nico Perez),SARDELYI(Sarandí del Yí)
new,PALMAR(Central Constitución),SRIOYI(Río Yí),PANTANO(Pantanoso),BPORONGOS(Barra de Porongos)
new,PALMAR(Central Constitución),SRIOYI(Río Yí),PANTANO(Pantanoso),DURAZ(Durazno)
new,PALMAR(Central Constitución),SRIOYI(Río Yí),PANTANO(Pantanoso),POLADELYI(Polanco del Yí)
new,PALMAR(Central Constitución),SRIOYI(Río Yí),PANTANO(Pantanoso),SARDELYI(Sarandí del Yí)
new,PALMAR(Central Constitución),SRIOYI(Río Yí),PDELBOTE(Paso del Bote),BPORONGOS(Barra de Porongos)
new,PALMAR(Central Constitución),SRIOYI(Río Yí),PDELBOTE(Paso del Bote),DURAZ(Durazno)
new,PALMAR(Central Constitución),SRIOYI(Río Yí),PDELBOTE(Paso del Bote),POLADELYI(Polanco del Yí)
new,PALMAR(Central Constitución),SRIOYI(Río Yí),PDELBOTE(Paso del Bote),SARDELYI(Sarandí del Yí)
new,PALMAR(Central Constitución),SRIOYI(Río Yí),PINTOS(Pintos),BPORONGOS(Barra de Porongos)
new,PALMAR(Central Constitución),SRIOYI(Río Yí),PINTOS(Pintos),DURAZ(Durazno)
new,PALMAR(Central Constitución),SRIOYI(Río Yí),PINTOS(Pintos),POLADELYI(Polanco del Yí)
new,PALMAR(Central Constitución),SRIOYI(Río Yí),PINTOS(Pintos),SARDELYI(Sarandí del Yí)
new,PALMAR(Central Constitución),SRIOYI(Río Yí),PMACIEL(Puntas de Maciel),BPORONGOS(Barra de Porongos)
new,PALMAR(Central Constitución),SRIOYI(Río Yí),PMACIEL(Puntas de Maciel),DURAZ(Durazno)
new,PALMAR(Central Constitución),SRIOYI(Río Yí),PMACIEL(Puntas de Maciel),POLADELYI(Polanco del Yí)
new,PALMAR(Central Constitución),SRIOYI(Río Yí),PMACIEL(Puntas de Maciel),SARDELYI(Sarandí del Yí)
new,PALMAR(Central Constitución),SRIOYI(Río Yí),POLYI(Polanco del Yi),BPORONGOS(Barra de Porongos)
new,PALMAR(Central Constitución),SRIOYI(Río Yí),POLYI(Polanco del Yi),DURAZ(Durazno)
new,PALMAR(Central Constitución),SRIOYI(Río Yí),POLYI(Polanco del Yi),POLADELYI(Polanco del Yí)
new,PALMAR(Central Constitución),SRIOYI(Río Yí),POLYI(Polanco del Yi),SARDELYI(Sarandí del Yí)
new,PALMAR(Central Constitución),SRIOYI(Río Yí),PORONGOS(Porongos - Aviación),BPORONGOS(Barra de Porongos)
new,PALMAR(Central Constitución),SRIOYI(Río Yí),PORONGOS(Porongos - Aviación),DURAZ(Durazno)
new,PALMAR(Central Constitución),SRIOYI(Río Yí),PORONGOS(Porongos - Aviación),POLADELYI(Polanco del Yí)
new,PALMAR(Central Constitución),SRIOYI(Río Yí),PORONGOS(Porongos - Aviación),SARDELYI(Sarandí del Yí)
new,PALMAR(Central Constitución),SRIOYI(Río Yí),SARGRAN(Sarandí Grande),BPORONGOS(Barra de Porongos)
new,PALMAR(Central Constitución),SRIOYI(Río Yí),SARGRAN(Sarandí Grande),DURAZ(Durazno)
new,PALMAR(Central Constitución),SRIOYI(Río Yí),SARGRAN(Sarandí Grande),POLADELYI(Polanco del Yí)
new,PALMAR(Central Constitución),SRIOYI(Río Yí),SARGRAN(Sarandí Grande),SARDELYI(Sarandí del Yí)
new,PALMAR(Central Constitución),SRIOYI(Río Yí),SARYI(Sarandí del Yi),BPORONGOS(Barra de Porongos)
new,PALMAR(Central Constitución),SRIOYI(Río Yí),SARYI(Sarandí del Yi),DURAZ(Durazno)
new,PALMAR(Central Constitución),SRIOYI(Río Yí),SARYI(Sarandí del Yi),POLADELYI(Polanco del Yí)
new,PALMAR(Central Constitución),SRIOYI(Río Yí),SARYI(Sarandí del Yi),SARDELYI(Sarandí del Yí)
new,PALMAR(Central Constitución),SRIOYI(Río Yí),VCARMEN(Villa Carmen),BPORONGOS(Barra de Porongos)
new,PALMAR(Central Constitución),SRIOYI(Río Yí),VCARMEN(Villa Carmen),DURAZ(Durazno)
new,PALMAR(Central Constitución),SRIOYI(Río Yí),VCARMEN(Villa Carmen),POLADELYI(Polanco del Yí)
new,PALMAR(Central Constitución),SRIOYI(Río Yí),VCARMEN(Villa Carmen),SARDELYI(Sarandí del Yí)
